Name,Ingredients,Making,Link,Type
Dragon's Blood #2,"[""3/4 oz. Jack Daniel's Whiskey"", '3/4 oz. Tequila Gold (Or white)', '4 drop(s) Tabasco Sauce']",Mix the whisky and the tequila in a shot glass. Put in 3-4 drops of Hot Tabasco Sauce. Optional: heat up in the microwave (20 seconds). Shoot. Try not to drink/eat anything for 5 minutes :-) (Also called Sang De Dragon).,https://www.barnonedrinks.com/drinks/d/dragons-blood-2-6849.html,Cocktails
Dragon's Breath #1,"['2 oz. Everclear', '2 oz. Vodka', '2 oz. Gin', '1 oz. Dark Rum', '1 oz. Peppermint Schnapps', '3 oz. Beer', 'Dry Ice (Sure you have it at home!!)', 'Coca Cola']",Pour into a highball glass and fill with Coca-Cola.,https://www.barnonedrinks.com/drinks/d/dragons-breath-1-1768.html,Cocktails
Dragonball Z,"['1 oz. Midori', '1 oz. Triple Sec', '1 oz. Peach Schnapps', '1 oz. Vodka', '1 oz. Irish Whiskey', '2 oz. Sour Mix', 'Sprite', 'Orange Juice']",Mix all of the liquor in a tall glass (pint glasses work well) with ice. Add the Sour Mix. Fill with equal parts Sprite and Orange Juice. The desired effect is a radioactive opaque and swirly greenish-yellow color.,https://www.barnonedrinks.com/drinks/d/dragonball-z-9484.html,Cocktails
Dragonfly,"['1 1/2 oz. Gin', '4 oz. Ginger Ale']","In a highball glass almost filled with ice cubes, combine the gin and Ginger Ale. Stir well. Garnish with a lime wedge.",https://www.barnonedrinks.com/drinks/d/dragonfly-1770.html,Cocktails
Drama Queen,"['2 oz. Bacardi Rum', '1/2 oz. Peach Schnapps', '7-Up', 'Orange Juice']",Fill hurricane glass with ice. Pour in Bacardi Rum and Peach Schnapps. Fill with equal amounts of 7-Up and orange juice. Stir and serve with a straw.,https://www.barnonedrinks.com/drinks/d/drama-queen-8484.html,Cocktails
Drank,"['2 oz. Vodka', '1 1/2 oz. Malibu Rum', ""2 oz. Captain Morgan's Parrot Bay Coconut Rum"", '1 oz. Mountain Dew', '2 oz. Orange Juice', '1 dash(es) Lime Juice', '1 splash(es) Corona Extra']","Pour rum, vodka and Parrot Bay into a pitcher. Stir with a wooden spoon then add Mountain Dew and orange juice. Throw in a hint (not pinch not punch) of Corona Extra. While no one is looking drop a dash or whatever your taste buds require of lime juice into your concoction. Stir until you no longer feel stirring is necessary. Drink directly from pitcher or if you must, use plastic cups.",https://www.barnonedrinks.com/drinks/d/drank-9586.html,Cocktails
Drawsneckker,"['1 oz. Brandy', 'dash(es) Lemon Juice', 'Coca Cola']","Pour over ice in a lawball glass. The lemon takes away the taste of the brandy…but watch out, this drink will hit you!",https://www.barnonedrinks.com/drinks/d/drawsneckker-1772.html,Cocktails
Dream Cocktail #1,"['1 1/2 oz. Brandy', '3/4 oz. Triple Sec', '1/4 tsp. Anisette']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/dream-cocktail-1-1773.html,Cocktails
Dream Cocktail #2,"['dash(es) Triple Sec', 'dash(es) Lime Juice', 'dash(es) Cream', '1 1/2 oz. Gin']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/dream-cocktail-2-1774.html,Cocktails
Dream Girl-sicle,"['2 part(s) Starbucks Cream Liqueur', '1 part(s) Amaretto', '1/2 part(s) DeKuyper Thrilla Vanilla French Vanilla', '1/2 part(s) Creme de Cacao', '3 Eggs', '1 oz. Milk Buttermilk', '2 1/4 tbsp. Sugar', '1 pinch(es) Nutmeg']","Crack two duck eggs (or three brown eggs) and combine in a shaker with buttermilk, sugar, ground nutmeg and dry shake vigorously. Add in Starbucks Cream Liqueur, DeKuyper® Amaretto Liqueur, DeKuyper® Thrilla Vanilla® French Vanilla Liqueur, DeKuyper® Dark Crème de Cacao and dry shake vigorously again. Now add ice and shake for no less than 30 seconds. Serve over ice in a pint glass rimmed with chocolate powder. Top with a dollop of hand made vanilla whipped cream and sprinkle nutmeg on top with a light drizzle of chocolate.",https://www.barnonedrinks.com/drinks/d/dream-girl-sicle-12782.html,Cocktails
Dream of Love,"['3/4 oz. Bacardi Rum', '3/4 oz. Creme de Cacao', '3/4 oz. Stolichnaya ( Stoli ) Orange Ohranj Vodka']",Fill a blender with ice and add the ingredients. Blend and pour into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/dream-of-love-10620.html,Cocktails
Dreamcicle,"['1 1/2 oz. Amaretto', '3 oz. Orange Juice', '1 1/2 oz. Heavy Cream', '1/2 tsp. Sugar']",Fill a highball glass 3/4 full with ice. Add ingredients and mix well. Serve with a slice of orange.,https://www.barnonedrinks.com/drinks/d/dreamcicle-8272.html,Cocktails
Dreamcicle/push up,"['2 oz. Vanilla Schnapps', '2 oz. Orange Juice', '1 oz. Half and Half Cream']","Shake the schnapps with the orange juice, pour over ice in a cocktail glass and add the half and half.",https://www.barnonedrinks.com/drinks/d/dreamciclepush-up-7525.html,Cocktails
Dreamer Special #1,"['1 oz. Absolut Vodka', '1/2 oz. Chambord Raspberry Liqueur', '1/2 oz. Peach Schnapps', '1 splash(es) Cranberry Juice', 'Pineapple Juice']",Shake with ice and strain into a highball glass.,https://www.barnonedrinks.com/drinks/d/dreamer-special-1-7744.html,Cocktails
Dreamsicle #1,"['1 1/2 oz. Baileys Irish Cream', '3 1/2 oz. Orange Juice']",In a lowball glass combine the two and stir.,https://www.barnonedrinks.com/drinks/d/dreamsicle-1-1775.html,Cocktails
Dreamsicle #2,"['1 1/2 oz. Amaretto', '2 oz. Orange Juice', '2 oz. Half and Half Cream']",Blend and pour over ice. Larry's comment: Drink has the color and taste of a _Dreamsicle_ ice cream bar.,https://www.barnonedrinks.com/drinks/d/dreamsicle-2-1776.html,Cocktails
Dreamsicle #3,"[""1 oz. Dr. McGillicuddy's Fireball"", '2 oz. Orange Juice', '1 splash(es) Half and Half Cream']",Mix all together and serve over the rocks in an old fashioned glass.,https://www.barnonedrinks.com/drinks/d/dreamsicle-3-6584.html,Cocktails
Dreamsicle #4,"['1 oz. Amaretto', '1/2 oz. Peach Schnapps', '1 oz. Orange Juice', '1 oz. Cream']","Fill a cocktail glass with ice, add the ingredients in order and stir.",https://www.barnonedrinks.com/drinks/d/dreamsicle-4-7630.html,Cocktails
Dreamsicle Delight,"[""1/2 oz. Captain Morgan's Spiced Rum (Silver Label)"", 'Sunny Delight Orange Juice']","Pour in a glass 3/4 full of ice , stir and drink. It tastes just like a Dreamsicle, and has plenty of zip!!!",https://www.barnonedrinks.com/drinks/d/dreamsicle-delight-1777.html,Cocktails
Dreamy Monkey,"['1 oz. Vodka', '1/2 oz. Creme de Banane', '1/2 oz. Brown Creme de Cacao', '1/2 Banana', '2 scoop(s) Vanilla Ice Cream', '1 oz. Light Cream']",Frappe in a parfait glass. Garnish with whipped cream and the remaining 1/2 banana.,https://www.barnonedrinks.com/drinks/d/dreamy-monkey-1778.html,Cocktails
Dressed Up Like A Dogs Dinner,"['1 1/2 oz. Brandy', '1 oz. Applejack', '1 oz. Sweet Vermouth']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/dressed-up-like-a-dogs-dinner-1780.html,Cocktails
Drew's Feni,"['1 1/2 oz. Feni - The Spirit of india', '1 Ginger (fresh and peeled)', '1/2 oz. Lime Juice', '5 oz. Ginger Beer']",Muddle ginger in glass. add Feni and lime juice. Pour Ginger beer on top and add ice to fill glass. Garnish with a lime twist.,https://www.barnonedrinks.com/drinks/d/drews-feni-14995.html,Cocktails
Drink #1,"['3/4 oz. Apple Schnapps', '1 oz. Midori', 'Cranberry Juice', 'Orange Juice']",Fill a highball glass with ice and pour in schnapps. Layer Midori and add the two juices. If done properly all four will layer.,https://www.barnonedrinks.com/drinks/d/drink-1-1781.html,Cocktails
Drink - Arkansas Hellraiser,"['2 oz. Canadian Mist', '1 oz. Peach Schnapps', '1 oz. Dr Pepper']",Mix with ice in a collins glass.,https://www.barnonedrinks.com/drinks/d/drink---arkansas-hellraiser-6363.html,Cocktails
Drink Of The Gods,"['2 oz. Vodka', '1 oz. Blueberry Schnapps', '1 oz. Pineapple Juice']",Build in a lowball glass.,https://www.barnonedrinks.com/drinks/d/drink-of-the-gods-1782.html,Cocktails
Drive Away,"['1/2 oz. Dark Rum', '1/2 oz. Amaretto', '3 oz. Orange Juice', '2 oz. Grapefruit Juice']",Pour all ingredients over ice in a glass. Stir.,https://www.barnonedrinks.com/drinks/d/drive-away-1783.html,Cocktails
Droog's Date Cocktail,"['1 1/2 oz. White Rum', '2 tsp. Cherry Brandy', '2 tsp. Triple Sec', '1/2 oz. Lime Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/droogs-date-cocktail-1784.html,Cocktails
Drummer,"['1 oz. Bacardi Dark Rum', '1/2 oz. Apricot Brandy', '1/2 oz. Peach Brandy']",Pour over ice and stir. Garnish with lime and cherry.,https://www.barnonedrinks.com/drinks/d/drummer-9442.html,Cocktails
Drunk Driver,"['1 oz. Jim Beam Black Label Bourbon', ""1 oz. Jack Daniel's Whiskey"", '1 oz. Bacardi 151 Black Bat Rum', '1 oz. Cherry Pucker', 'Sprite']",Mix over ice in a cocktail glass. Top with sprite.,https://www.barnonedrinks.com/drinks/d/drunk-driver-9727.html,Cocktails
Drunk Monkey #1,"['1 oz. Triple Sec', '1 oz. Banana Liqueur', '1 oz. Melon Liqueur', 'Cranberry Juice', 'Pineapple Juice']",Pour over ice into a highball glass and top with equal parts of cranberry juice and pineapple juice. Mix well and enjoy!,https://www.barnonedrinks.com/drinks/d/drunk-monkey-1-5915.html,Cocktails
Drunken Kathey,"['2 oz. Vodka (Preferably Vox vodka)', '1 oz. Cuarenta Y Tres']",Shake with ice and strain over ice cubes in a rocks glass.,https://www.barnonedrinks.com/drinks/d/drunken-kathey-7753.html,Cocktails
Drunken Monkey,"['1 oz. Rum', '1 oz. Kahlua', '1/2 Banana', '1 splash(es) Coco Lopez']",Combine all ingredients over ice in a blender. Blend and pour into a cocktail glass. Serve with a straw.,https://www.barnonedrinks.com/drinks/d/drunken-monkey-9796.html,Cocktails
Drunken Monkey Milkshake,"[""1 oz. Gosling's Black Seal Rum"", ""1 oz. Gosling's Gold Rum"", '2 Bananas Ripe', '1 oz. Honey', '1 cup(s) Milk', '2 scoop(s) Vanilla Ice Cream']",Blend ingredients and pour into a parfait glass. Top with whipped cream.,https://www.barnonedrinks.com/drinks/d/drunken-monkey-milkshake-12829.html,Cocktails
Drunken Spring Break Orgy,"['3 oz. Malibu Rum', '1 can(s) Dr Pepper']","Mix in a highball glass, rinse and repeat.",https://www.barnonedrinks.com/drinks/d/drunken-spring-break-orgy-6011.html,Cocktails
Dry Cynar,['2 oz. Cynar'],Build in a rocks glass over ice and garnish with a lemon slice.,https://www.barnonedrinks.com/drinks/d/dry-cynar-1785.html,Cocktails
Dry Hole,"['1 oz. White Rum', '1/2 oz. Apricot Brandy', '1/2 oz. Cointreau', '1/2 oz. Lemon Juice', 'Club Soda']",Shake with ice and strain into a highball glass. Fill with Club Soda.,https://www.barnonedrinks.com/drinks/d/dry-hole-1786.html,Cocktails
Dry Lemonade,"['1 oz. Absolut Citron Vodka', '1 tbsp. Lime Juice', '1 tsp. Sugar', '7-Up']",In an 8 oz. glass pour Absolut Citron over ice. Fill the rest of the glass with Sprite or 7-up. Add lime juice and sugar. Top off with a twist of lemon.,https://www.barnonedrinks.com/drinks/d/dry-lemonade-1787.html,Cocktails
Dry Manhattan,"['3 oz. Rye Whiskey', '1 oz. Dry Vermouth', 'dash(es) Angostura Bitters']",Stir well with ice cubes and strain into a cocktail glass. Garnish with a maraschino cherry.,https://www.barnonedrinks.com/drinks/d/dry-manhattan-1788.html,Cocktails
Dry Rob Roy,"['2 1/2 oz. Scotch', '1 1/2 tsp. Dry Vermouth']","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with a lemon twist.",https://www.barnonedrinks.com/drinks/d/dry-rob-roy-1791.html,Cocktails
Du Barry Cocktail,"['1 1/2 oz. Gin', '3/4 oz. Dry Vermouth', '1/2 tsp. Anis', 'dash(es) Bitters']",Stir with ice and strain into a cocktail glass. Garnish with a slice of orange and serve.,https://www.barnonedrinks.com/drinks/d/du-barry-cocktail-1792.html,Cocktails
Dubonnet Cassis,"['2 oz. Dubonnet Rouge Aperitif Wine (Rouge)', '1 oz. Creme de Cassis', 'Perrier']",Stir in an old-fashioned glass and top with Perrier.,https://www.barnonedrinks.com/drinks/d/dubonnet-cassis-1793.html,Cocktails
Dubonnet Cocktail,"['1 1/2 oz. Dubonnet Rouge Aperitif Wine', '3/4 oz. Gin', 'dash(es) Bitters']",Stir with ice and strain into a cocktail glass. Garnish with the twist of a lemon peel and serve.,https://www.barnonedrinks.com/drinks/d/dubonnet-cocktail-1794.html,Cocktails
Dubonnet Fizz,"['2 oz. Dubonnet Rouge Aperitif Wine', '1 tsp. Cherry Brandy', '1/2 Orange (Juice of, fresh)', '1/4 Lemon Juice', 'Carbonated Water']","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.barnonedrinks.com/drinks/d/dubonnet-fizz-1795.html,Cocktails
Dubonnet Royal,"['1 oz. Dubonnet Rouge Aperitif Wine', '1/2 oz. Gin', '2 dash(es) Angostura Bitters', '2 dash(es) Curacao', 'dash(es) Pastis']","Stir all the ingredients, except Pastis, with ice and strain into a cocktail glass. Top with a dash of Pastis and garnish with a cherry.",https://www.barnonedrinks.com/drinks/d/dubonnet-royal-1796.html,Cocktails
Dubonnet Royale,"['2 dash(es) Angostura Bitters', '2 dash(es) Curacao', '1 oz. Dubonnet Rouge Aperitif Wine', '1/2 oz. Gin', '1 dash(es) Pastis']","Stir all the ingredients, except Pastis, with ice and strain into a cocktail glass. Top with a dash of Pastis and garnish with a cherry.",https://www.barnonedrinks.com/drinks/d/dubonnet-royale-14222.html,Cocktails
Duchess,"['1 1/2 oz. Anis', '1/2 oz. Sweet Vermouth', '1/2 oz. Dry Vermouth']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/duchess-1797.html,Cocktails
Duck,"['1 1/2 oz. Rye Whiskey', 'Ginger Ale', 'Water']",Build in a highball glass and mix to taste.,https://www.barnonedrinks.com/drinks/d/duck-1798.html,Cocktails
Duck Soup,"['1 1/2 oz. Vodka', '3 1/2 oz. Powerade (Blue)', '1 oz. Lemonade']","Mix and pour in a plastic bud light bar cup. Kevin's comment: This drink was created by Donnie Larsen of Stockman's Bar, Missoula, MT.",https://www.barnonedrinks.com/drinks/d/duck-soup-1802.html,Cocktails
Dulce de Leche,"['1 oz. Bacardi Rum', '1/2 oz. Godiva Mocha Liqueur', '1/2 oz. Sweetened Condensed Milk']","Shake very well in a cocktail shaker with ice and strain into a chilled cocktail glass. Garnish with a pinch of ground cinnamon and shaved chocolate.
""Guys and Dolls,"" the classic American musical comedy about rolling the dice and falling in love under the bright lights of Broadway, will return to the stage March 1st starring Oliver Platt (""Frost/Nixon,"" ""Nip/Tuck,"" ""Flatliners"") and Lauren Graham ""(Gilmore Girls,"" ""Evan Almighty"").
This highly anticipated revival not only provides a re-vamped version of one of the best-loved musicals of our time, but it also offers the perfect inspiration to reintroduce a delicious cocktail. .
The Dulce de Leche cocktail is an important part of a memorable scene in which the two main characters, Sarah and Sky, travel to Havana. Sarah orders this delicious BACARDI Rum based concoction and absolutely adores it.
To reflect this exciting new production, this classic cocktail has been re-created with a modernized twist. The perfect way to toast this celebrated musical -- the BACARDI Dulce de Leche is the ""official"" cocktail of ""Guys and Dolls."" It represents the same authentic elements as the original cocktail, which has been featured in the musical since its popular 1950 debut.",https://www.barnonedrinks.com/drinks/d/dulce-de-leche-13537.html,Cocktails
Dulce Y Salado (Sweet and Salty),"['1 oz. Castries Creme Peanut Rum', '1 oz. Sherry (Oloroso Lustau)', '1 oz. Coffee (iced)', 'Coffee Beans (ground)', 'Salt (Kosher)', 'Lime']",Combine ground coffee & salt and use limes to rim half the rim of a rocks glass. Stir ingredients over ice and strain over ice.,https://www.barnonedrinks.com/drinks/d/dulce-y-salado-sweet-and-salty-14149.html,Cocktails
Dumpster Juice,"['1 oz. Vodka', '1 oz. Light Rum', '1 oz. Chambord Raspberry Liqueur', '1 oz. Midori', '1 oz. Cranberry Juice', '1 oz. Orange Juice', '1 oz. Pineapple Juice']","Mix in a tall glass and stir well. It should have a murky brown color, hence the name.",https://www.barnonedrinks.com/drinks/d/dumpster-juice-1803.html,Cocktails
Duplex,"['1 1/3 oz. French Vermouth', '1 1/3 oz. Italian Vermouth', 'dash(es) Angostura Bitters']",Pour in a lowball glass.,https://www.barnonedrinks.com/drinks/d/duplex-1804.html,Cocktails
Durango,"['1 1/2 oz. Tequila', '1 1/2 oz. Grapefruit Juice (Frozen concentrate)', '1 tsp. Orgeat Syrup', 'Spring Water']",Shake with ice and strain into an old-fashioned glass. Fill with spring water and garnish with mint sprigs.,https://www.barnonedrinks.com/drinks/d/durango-1805.html,Cocktails
Durban Poison,"['1 oz. Mainstay Cane', '1 oz. Peppermint Schnapps']",Serve over crushed ice in a long glass.,https://www.barnonedrinks.com/drinks/d/durban-poison-1806.html,Cocktails
Dusty Buffalo,"['1 1/2 oz. Buffalo Trace Bourbon', '1 1/2 oz. Sherry', '1 dash(es) Lemon Juice', 'Club Soda']",Pour into a Collins glass filled with ice. Fill with club soda.,https://www.barnonedrinks.com/drinks/d/dusty-buffalo-14038.html,Cocktails
Dutch Flag,"['1 oz. Blue Curacao', '1 oz. Pina Colada (Pre mixed)', '1 oz. Bessen Jenever']","Layerin the given order in a wineglass and you will have the Dutch flag. (Red, white and blue)",https://www.barnonedrinks.com/drinks/d/dutch-flag-8198.html,Cocktails
Dutch Trade Winds,"['2 oz. Dutch Genever Gin', '1/2 oz. Dutch Curacao', '1/2 oz. Lemon Juice', 'Sugar Syrup (To taste)']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/d/dutch-trade-winds-1808.html,Cocktails
Dutch Velvet,"['1/2 oz. Chocolate Mint Liqueur', '1/2 oz. Banana Liqueur', '2 oz. Light Cream']",Shake with ice and strain into a chilled cocktail glass. Garnish with shaved chocolate and serve.,https://www.barnonedrinks.com/drinks/d/dutch-velvet-1810.html,Cocktails
Dwarven Ale,"['1 bottle(s) Ale dark', '1 oz. Whiskey']",Mix together in a large tankard and enjoy.,https://www.barnonedrinks.com/drinks/d/dwarven-ale-7793.html,Cocktails
Dying Bastard,"['1 oz. Brandy', '1 oz. Gin', '1 oz. Rum', '1 oz. Ginger Ale', '1/2 oz. Lime Juice', 'dash(es) Bitters']","Pour all the ingredients with ice into a cocktail glass. John's comment: The series of drinks, Suffering Bastard, Dying Bastard, Dead Bastard is from the _Rongovian Embassy to the USA_, a weird bar in Trumansburg, New York. Only a few have done the series and found their car. Generally you end up waking up on a golf course somewhere.",https://www.barnonedrinks.com/drinks/d/dying-bastard-1811.html,Cocktails
Eager Beaver,"['2 oz. Rum', '3 oz. Kahlua', '1 oz. Cointreau']",Shake with ice and strain into a highball glass.,https://www.barnonedrinks.com/drinks/e/eager-beaver-1812.html,Cocktails
Eagle Cocktail,"['1 1/2 oz. Gin', '3/4 oz. Creme Yvette', '1/2 Lemon (Juice of, fresh)', '1 tsp. Sugar', '1 Egg White']",Shake with ice and strain into a wine glass.,https://www.barnonedrinks.com/drinks/e/eagle-cocktail-1813.html,Cocktails
Earl-y Chill,"['2 oz. Beefeater 24', '1 oz. Tea (Earl Grey - syrup) * see below', '3/4 oz. Lemon Juice', '1/2 oz. Egg White', '2 dash(es) Fee Brothers Peach Bitters']","Add all ingredients to a mixing glass and dry-shake (with no ice); add ice and shake again (this will make for a great froth on top of the drink). Strain into a cocktail glass, and garnish with a lemon zest.
Earl Grey syrup is made by mixing very strong Earl Grey Tea 1:1 with sugar.
Created by Beefeater Gin Brand Ambassador Jamie Gordon",https://www.barnonedrinks.com/drinks/e/earl-y-chill-14189.html,Cocktails
Earle's Elegance,"['1 oz. Irish Whiskey', '1 oz. Bacardi White Rum', '1 oz. Vodka', '1 oz. Blue Curacao', '1 oz. Peach Schnapps']",Fill a cocktail shaker with ice and pour in all the ingredients. Shake well until cold and pour into a large cocktail glass. Appreciate the beautiful turquoise colour and sip slowly to savour the elegant taste.,https://www.barnonedrinks.com/drinks/e/earles-elegance-13832.html,Cocktails
Early Autumn,"['1 1/2 oz. Bombay Sapphire Gin (infused with dried pears and apples)', '1/2 oz. Lucid Absinthe Superieure', '1 oz. Apple Cider', '1/2 oz. Pear Brandy (Adam recommends: Massenez Williams Poire Brandy)', '1/2 oz. Lemon Juice', '2 dash(es) Bitters (Fee Brothers Aztec Chocolate Bitters)', 'Ginger Beer']","Shake all ingredients well. Strain into a highball glass. Top with gingerbeer. Garnish with a Cinnamon stick and lemon peel.
Just as summer has suddenly left us, the familiar flavors of fall and a strong cooling breeze are here to remind us of warm sweaters, pumpkin picking and trick or treating. This cocktail takes your classic apple cider and gives it the ultimate makeover with a touch of class and major sophistication. Pear brandy and chocolate bitters are sure to warm up even the coolest brisk fall nights and a flavor explosion that will have you talking all through winter.
Created by: Adam Schuman, Fatty Crab",https://www.barnonedrinks.com/drinks/e/early-autumn-14120.html,Cocktails
Early Morning Piece,"[""1 oz. Jack Daniel's Whiskey"", '1 cup(s) Grape Juice', '1 cup(s) Orange Juice']","Mix over 2 ice cubes in a tall glass, stir and enjoy.",https://www.barnonedrinks.com/drinks/e/early-morning-piece-8694.html,Cocktails
Earthquake,"['4 oz. Whiskey', '1 oz. Gin', '1 oz. Pernod Absinthe']",Shake with ice and strain into a highball glass.,https://www.barnonedrinks.com/drinks/e/earthquake-1815.html,Cocktails
Earthquake Cocktail,"['1 oz. Gin', '1 oz. Bourbon Whiskey', '3/4 oz. Absinthe']",Shake with ice and strain into a collins glass.,https://www.barnonedrinks.com/drinks/e/earthquake-cocktail-1816.html,Cocktails
East India Cocktail #1,"['1 1/2 oz. Brandy', '1/2 tsp. Pineapple Juice', '1/2 tsp. Triple Sec', '1 tsp. Jamaica Rum', 'dash(es) Bitters']",Shake with ice and strain into a cocktail glass. Garnish with the twist of a lemon peel and a cherry.,https://www.barnonedrinks.com/drinks/e/east-india-cocktail-1-1818.html,Cocktails
East India Cocktail #2,"['1 1/2 oz. Brandy', '3/4 oz. Pineapple Juice', '1/2 oz. Orange Curacao']",Shake with ice and strain into a cocktail glass. Garnish with a cherry.,https://www.barnonedrinks.com/drinks/e/east-india-cocktail-2-1819.html,Cocktails
East India Cocktail #3,"['1 1/2 oz. Dry Sherry', '1 1/2 oz. Dry Vermouth', 'dash(es) Bitters']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/e/east-india-cocktail-3-1820.html,Cocktails
East India Cocktail #4,"['1 1/2 oz. Brandy', '1/4 oz. Curacao', '1/4 oz. Pineapple Juice', 'dash(es) Bitters']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/east-india-cocktail-4-1821.html,Cocktails
East Side Press,"['1 part(s) Domaine de Canton Ginger Liqueur', '2 part(s) Cognac', '1 part(s) Lemon Juice', '1 Egg White', '4 drop(s) Angostura Bitters', '1 tsp. Brown Sugar', '5 piece(s) Ginger', '2 piece(s) Ginger - Candied']","Shake with ice and strain into a martini glass. Garnish with the pieces of ginger.
Created by Xavier Herit",https://www.barnonedrinks.com/drinks/e/east-side-press-13715.html,Cocktails
East Wing,"['3 oz. Vodka', '1 oz. Cherry Brandy', '1/2 oz. Campari']",Shake with cracked ice and strain into a chilled cocktail glass. Garnish with a lemon twist.,https://www.barnonedrinks.com/drinks/e/east-wing-1822.html,Cocktails
Eastern Shore Lemonade,"['1 1/2 oz. Absolut Citron Vodka', '2 oz. Sour Mix', '2 oz. 7-Up or Sprite']",Pour over ice in a mug and serve with lemon wedge.,https://www.barnonedrinks.com/drinks/e/eastern-shore-lemonade-7888.html,Cocktails
Eastern Trace,"['2 oz. Buffalo Trace Bourbon', '3 wedge(s) Lime', '3 piece(s) Ginger', '1 dash(es) Simple Syrup']",Muddle lime and ginger and then shake all with ice and strain into a rocks glass. Garnish with a mint sprig.,https://www.barnonedrinks.com/drinks/e/eastern-trace-14058.html,Cocktails
Eclipse Cocktail,"['2 oz. Sloe Gin', '1 oz. Gin', '1/2 tsp. Lemon Juice', 'Grenadine']",Pour enough grenadine in a cocktail glass to cover an olive. Shake the remaining ingredients with ice and slowly strain into the cocktail glass to create a layer on top of the grenadine.,https://www.barnonedrinks.com/drinks/e/eclipse-cocktail-1826.html,Cocktails
Edith Day Cocktail,"['1 Egg White', '1 oz. Grapefruit Juice', '1 1/2 oz. Dry Gin', '1/2 tsp. Sugar']",Frappe in a champagne flute.,https://www.barnonedrinks.com/drinks/e/edith-day-cocktail-1827.html,Cocktails
Eels Tail,"['1/4 oz. Gin', '1/4 oz. Vodka', '1/4 oz. Rum', '1/4 oz. Tequila', '1/4 oz. Triple Sec', '1/4 oz. Blue Curacao', '1/4 oz. Melon Liqueur', 'Sprite', 'Sweet and Sour Mix']",Fill cocktail glass with the alcohol and equal amounts of Sprite and Sweet and Sour Mix. Shake until blended. The drink should end up being a green colour.,https://www.barnonedrinks.com/drinks/e/eels-tail-8978.html,Cocktails
Effen Vodka Grapefruit Bubbly,"['1/2 part(s) Effen Vodka', '1 part(s) Grapefruit Juice', '1 part(s) Prosecco']",Pour all ingredients into a champagne flute. Garnish with a lemon twist.,https://www.barnonedrinks.com/drinks/e/effen-vodka-grapefruit-bubbly-14985.html,Cocktails
Egg Crusher,"['1 cup(s) Eggnog', '1 oz. Light Rum', '1 oz. Coffee Liqueur']",Shake with ice and strain into a large snifter. Sprinkle with nutmeg.,https://www.barnonedrinks.com/drinks/e/egg-crusher-1830.html,Cocktails
Egg Nog #3,"['1 1/2 cup(s) Brandy', '1/2 cup(s) Rum', '6 Eggs (Large)', '4 cup(s) Milk', '4 cup(s) Cream', '3/4 cup(s) Sugar', '1/2 cup(s) Icing Sugar']","Separate the yolks from the whites of the eggs. Beat the yolks slowly while simultaneously adding the sugar; do this until the mixture is pale and golden. Now slowly add in the brandy and rum, then beat in the milk and half the cream. Set aside until just before serving, then whisk the egg whites until stiff and fold them into the eggnog mixture. Whip the remaining cream and icing sugar until thick. Top each glass of eggnog with whipped cream and a shake of nutmeg. This yields eight servings.",https://www.barnonedrinks.com/drinks/e/egg-nog-3-7453.html,Cocktails
Egg Nog - Healthy,"['1/2 cup(s) Egg Substitute', '3 tbsp. Sugar', '1/3 oz. Evaporated Skimmed Milk', '3/4 oz. Skimmed Milk', '1 tsp. Vanilla', '3 oz. Rum']","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill overnight. Sprinkle with nutmeg. Makes 6 servings.",https://www.barnonedrinks.com/drinks/e/egg-nog---healthy-1834.html,Cocktails
Egg Nog - Kahlua,"['1 oz. Kahlua', '4 oz. Eggnog']",Mix Kahlua with eggnog in a wine glass and then sprinkle nutmeg on top.,https://www.barnonedrinks.com/drinks/e/egg-nog---kahlua-1835.html,Cocktails
Egg Nog Ice Cream,"['1 quart(s) Eggnog', '1 quart(s) Eggnog Ice Cream', ""1 pint(s) Myer's Rum"", '1 pint(s) Brandy']",Allow ice cream to soften. Mix all of the ingredients together and refrigerate. Serve with ground nutmeg sprinkled on top.,https://www.barnonedrinks.com/drinks/e/egg-nog-ice-cream-1836.html,Cocktails
Egg Sour,"['1 tsp. Powdered Sugar', '3 dash(es) Lemon Juice', '1 oz. Curacao', '1 oz. Brandy', '1 Egg']",Shake with ice and strain into a collins glass.,https://www.barnonedrinks.com/drinks/e/egg-sour-1833.html,Cocktails
